sample,Cmon_PlotID,Bodemlocatie,Diepte,Datum_staalname,Staalnemer,c_LB72X,c_LB72Y,mv_mTAW,Cmon_GRTS_Rank,CmonLU19,CmonLUtext,Bermen,Landgebruik_Cmon,Vegetatie_bij_staalname,Landcover_EUNIS,Landgebruik_MBAG,MBAG_eDNA_staal,MBAG_Nematoden_staal,LOQ_TIC,TIC_percent,LOQ_TOC,TOC,LOQ_N,TN,pH_KCl,BD,C_stock,Cdensity,N_stock,Ndensity,C_N_stockbased,SWCgrav,SWCvol,Textuur_kleifractie,Textuur_leemfractie,Textuur_Zandfractie,Bodemtoestand,Weer_bij_staalname,Weersomstandigheid,Bodemtype,UniBodemtype,Bodemserie,Bodembeschrijving_Belgisch,Textuurklasse,Drainageklasse,Profielontwikkeling,Bodemstreek,WRB_soil_unit,RSG,rsg_pq_cod,pq1,pq2,pq3,sq_drainag,sq_texture,sq_morph,sq_fertility,Bodemassociatie,mycorrhiza_total_rich,patho_rich,n_fixers_rich,bd_0_10,cstock_sum,18S_universal_nematoda_observed,18S_nema_edna_Nematoda_observed,18S_nema_extract_Nematoda_observed,18S_universal_annelida_observed,InseKP_annelida_observed,InseKP_annelida_bold_observed,18S_nema_edna_Nematoda_total_count,18S_nema_extract_Nematoda_total_count,18S_universal_nematoda_total_count,InseKP_annelida_total_count,InseKP_annelida_bold_total_count
p5e6e380_10_30,P5e6e380,CMON_P5e6e380,45960,2022-03-23,ILVO,39595,202225,2.93,1052,4,Akkerland,0,Akker,Wintertarwe,V1 (Arable land and market gardens),Akker,1,1,NA,1.77,NA,3.41,NA,0.196,7.5,1.26,41.23,2.06,4.93,0.25,8.36,30.7,38.6,34.69,39.2,26.11,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,OG2,Uep,Uep,Uitgebrikte gronden,U,e,p,Kunstmatige gronden,Calcaric Fluvic Gleyic Cambisols (Loamic_ Fluvic_ Ruptic),Cambisols,CM-gl.fv.ca,Gleyic,Fluvic,Calcaric,Endogleyic,Loamic,Fluvic_ Ruptic,Calcaric,Kustvlakte_ Oudland,-1.27563614,0.7255385491,NA,0.12695563,-0.4049159233,8,NA,NA,2,3,12,NA,NA,2270,40472,45696
p8cfed8c_10_30,P8cfed8c,CMON_P8cfed8c,45960,2023-01-09,ILVO,98835,181615,8.4,2545,4,Akkerland,1,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.83,NA,0.183,5.8,1.47,53.67,2.68,5.37,0.27,9.99,21.8,32,8.73,49.9,41.37,NA,NA,NA,Lep,Lep,Lep,Natte zandleembodem zonder profiel,L,e,p,Zandstreek,Eutric Fluvic Gleyic Cambisols (Loamic_ Fluvic),Cambisols,CM-gl.fv.eu,Gleyic,Fluvic,Eutric,Endogleyic,Loamic,Fluvic,Eutric,Zuidelijke Vlaamse laagvlakte,-0.1223065769,-1.9129195,NA,-1.190994138,0.05543839524,13,NA,NA,2,8,19,NA,NA,205,960403,1260468
p93fab1f_10_30,P93fab1f,CMON_P93fab1f,45960,2022-12-06,ILVO,133185,178525,49.63,1313,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,0.87,NA,0.094,4.8,1.56,27.16,1.36,2.93,0.15,9.27,21.2,33.1,18.52,44.62,36.86,Normaal,Gedeeltelijk bewolkt,Geen neerslag in de afgelopen 24 uur,Aca1,Aca1,Aca,Matig droge leembodem met textuur B horizont,A,c,a,Zandleemstreek,Nudiargic Luvisols (Siltic),Luvisols,LV-ng,Nudiargic,NA,NA,NA,Siltic,NA,Eutric,Dender-Zenne interfluvium,0.8772457109,0.8220675021,NA,-0.4496473934,-0.2783440042,11,NA,NA,8,8,22,NA,NA,192,587325,1232668
p9e21e94_0_10,P9e21e94,CMON_P9e21e94,0-10,2023-02-22,ILVO,237955,174035,84.82,3622,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.77,NA,0.154,5.2,1.26,22.26,2.23,1.94,0.19,11.47,27.6,34.8,18.14,69.68,12.18,NA,NA,NA,Abp(c),Abp(c),Abp,Droge leembodem zonder profiel,A,b,p,Zandleemstreek,Haplic Luvisols (Siltic_ Colluvic),Luvisols,LV-ha,Haplic,NA,NA,NA,Siltic,Colluvic,Eutric,Plateau van Haspengouw,-0.5067497645,-1.591156323,-1.031588489,-0.1201599515,-0.4666707709,10,NA,NA,0,3,10,NA,NA,1267,59982,167325
p9e21e94_10_30,P9e21e94,CMON_P9e21e94,45960,2023-02-22,ILVO,237955,174035,84.82,3622,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.73,NA,0.148,5.3,1.13,39.01,1.95,3.34,0.17,11.68,26.6,30.1,14.73,75.46,9.81,NA,NA,NA,Abp(c),Abp(c),Abp,Droge leembodem zonder profiel,A,b,p,Zandleemstreek,Haplic Luvisols (Siltic_ Colluvic),Luvisols,LV-ha,Haplic,NA,NA,NA,Siltic,Colluvic,Eutric,Plateau van Haspengouw,-0.5067497645,-1.591156323,-1.031588489,-0.1201599515,-0.4666707709,31,NA,NA,0,5,13,NA,NA,8183,39329,181304
p9e5aa38_0_10,P9e5aa38,CMON_P9e5aa38,0-10,2022-11-25,ILVO,192715,173935,45.84,1134,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,2.73,NA,0.261,5,1.31,35.74,3.57,3.42,0.34,10.45,29.4,38.5,18.34,63.2,18.46,Normaal,Zonnig / helder,Neerslag maar zonder hevige buien afgelopen 24 uur,Lda0,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,L,d,a,Zandleemstreek,Gleyic Luvisols (Loamic),Luvisols,LV-gl,Gleyic,NA,NA,Endogleyic,Loamic,NA,Eutric,Hagelands heuvelland,0.2621366107,-0.818924699,-1.031588489,-0.3260896027,-0.1114528045,29,NA,NA,2,16,42,NA,NA,777,2390609,3611592
p9e5aa38_10_30,P9e5aa38,CMON_P9e5aa38,45960,2022-11-25,ILVO,192715,173935,45.84,1134,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,1.38,NA,0.142,4.9,1.43,39.45,1.97,4.06,0.2,9.72,23.1,33,19.23,63.44,17.33,Normaal,Zonnig / helder,Neerslag maar zonder hevige buien afgelopen 24 uur,Lda0,Lda0,Lda,Matig natte zandleembodem met textuur B horizont,L,d,a,Zandleemstreek,Gleyic Luvisols (Loamic),Luvisols,LV-gl,Gleyic,NA,NA,Endogleyic,Loamic,NA,Eutric,Hagelands heuvelland,0.2621366107,-0.818924699,-1.031588489,-0.3260896027,-0.1114528045,17,NA,NA,2,9,23,NA,NA,947,397893,1497182
p66a0591_10_30,P66a0591,CMON_P66a0591,45960,2023-01-31,ILVO,228405,198605,72.74,2635,4,Akkerland,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,0.99,NA,0.083,5.7,1.42,28.2,1.41,2.36,0.12,11.95,14.3,20.4,6.07,14.15,79.78,NA,NA,NA,Scf3t,Scf3t,Scf,Matig droge lemig zandbodem met weinig duidelijke ijzer en/of humus B horizont,S,c,f,Kempen,Plaggic Cambisols (Loamic),Cambisols,CM-pa,Plaggic,NA,NA,NA,Loamic,NA,Dystric,Maasterrassen,-0.583638402,-0.01451675727,NA,-0.5320192539,-0.8836435848,9,NA,NA,0,7,16,NA,NA,65,181729,248084
p79c237d_10_30,P79c237d,CMON_P79c237d,45960,2022-04-21,INBO,207805,190135,24.93,1454,2,Natuur,0,Natuur,gras_ pitrus_ boswilg_ braam_ lijsterbes_ pinksterbloem,R3 (Seasonally wet and wet grasslands),Natuurgrasland,1,1,LT,0.01,NA,8.55,NA,0.446,4.4,0.86,146.72,7.34,7.65,0.38,19.17,83.3,71.6,27.3,18.41,54.29,Waterverzadigd,Zonnig / helder,Geen neerslag in afgelopen week,Vm,Vm,V,Veenbodem,V,NA,NA,Kempen,Dystric Rheic Sapric Histosols,Histosols,HS-sa.rh.dy,Sapric,Rheic,Dystric,Reductigleyic,$,NA,Dystric,Heuvelland van Lummen,0.9541343484,0.4359516901,NA,3.092342608,3.019926266,14,NA,NA,9,6,8,NA,NA,247,54203,54814
p9f4da6a_0_10,P9f4da6a,CMON_P9f4da6a,0-10,2023-01-23,ILVO,197535,173515,51.83,2158,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.71,NA,0.171,6.6,1.25,21.43,2.14,2.14,0.21,10.01,31.6,39.5,13.97,59.47,26.56,NA,NA,NA,Lhc,Lhc,Lhc,Natte zandleembodem met sterk gevlekte_ verbrokkelde textuur B horizont,L,h,c,Zandleemstreek,Eutric Retic Stagnosols (Loamic),Stagnosols,ST-rt.eu,Retic,Eutric,NA,Stagnic,Loamic,NA,Eutric,Hagelands heuvelland,-0.7374156771,0.04983587807,-0.9001578746,-0.07897402124,-0.2696677033,66,NA,NA,1,4,7,NA,NA,35978,1747351,1747357
p9f4da6a_10_30,P9f4da6a,CMON_P9f4da6a,45960,2023-01-23,ILVO,197535,173515,51.83,2158,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.66,NA,0.175,6.6,1.43,47.56,2.38,5.01,0.25,9.49,24.7,35.3,15.35,58.21,26.44,NA,NA,NA,Lhc,Lhc,Lhc,Natte zandleembodem met sterk gevlekte_ verbrokkelde textuur B horizont,L,h,c,Zandleemstreek,Eutric Retic Stagnosols (Loamic),Stagnosols,ST-rt.eu,Retic,Eutric,NA,Stagnic,Loamic,NA,Eutric,Hagelands heuvelland,-0.7374156771,0.04983587807,-0.9001578746,-0.07897402124,-0.2696677033,21,NA,NA,3,5,8,NA,NA,1080,852914,859275
p3c02082_10_30,P3c02082,CMON_P3c02082,45960,2022-03-08,ILVO,97535,217465,3.36,3108,4,Akkerland,1,Akker,grasland,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,1.48,NA,0.147,6.2,1.61,47.76,2.39,4.74,0.24,10.08,20.4,32.9,34.91,45.15,19.94,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,OB,OB,OB,Bebouwde zones,NA,NA,NA,Kunstmatige gronden,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,NA,NA,NA,NA,NA,NA,NA,Urban / Not mapped,-0.6605270395,-0.336279934,NA,-0.7379489051,0.07917063007,4,NA,NA,2,5,14,NA,NA,15,42264,1016406
pc725ea6_10_30,Pc725ea6,CMON_Pc725ea6,45960,2023-03-23,INBO,144055,155875,91.66,33374,2,Natuur,0,Natuur,gras_ kruidachtigen,R3 (Seasonally wet and wet grasslands),Natuurgrasland,1,1,LT,0.01,NA,0.81,NA,0.077,4.1,1.4,22.74,1.14,2.16,0.11,10.52,25.4,35.6,18.99,69.05,11.96,Waterverzadigd,Buien (wisselvallig),Hevige neerslag afgelopen week of regenstorm in afgelopen 24 uur,Aba0(b),Aba0(b),Aba,Droge leembodem met textuur B horizont,A,b,a,Zandleemstreek,Eutric Neocambic Retisols (Siltic),Retisols,RT-nc.eu,Neocambic,Eutric,NA,NA,Siltic,NA,Eutric,Brabants plateau,0.8772457109,-0.07886939261,NA,0.7035586534,-0.8943613683,25,NA,NA,3,4,14,NA,NA,3100,196877,750385
pa0a6212_0_10,Pa0a6212,CMON_Pa0a6212,0-10,2023-03-28,ILVO,94575,172915,22.42,3377,4,Akkerland,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,NA,0.02,NA,1.41,NA,0.141,6.5,1.38,19.21,1.92,1.95,0.2,9.85,29.1,40.2,25.7,63.14,11.16,NA,NA,NA,Ldb,Ldb,Ldb,Matig natte zandleembodem met structuur B horizont,L,d,b,Zandleemstreek,Eutric Gleyic Cambisols (Loamic),Cambisols,CM-gl.eu,Gleyic,Eutric,NA,Endogleyic,Loamic,NA,Eutric,Leie-Schelde interfluvium,-0.429861127,-2.33121163,-0.5058660324,-0.6143911144,-0.5432263671,14,NA,NA,4,12,24,NA,NA,3625,949112,1098266
pa0a6212_10_30,Pa0a6212,CMON_Pa0a6212,45960,2023-03-28,ILVO,94575,172915,22.42,3377,4,Akkerland,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,NA,0.02,NA,1.39,NA,0.14,6.7,1.43,39.06,1.95,3.99,0.2,9.79,31.4,45,26.57,62.44,10.99,NA,NA,NA,Ldb,Ldb,Ldb,Matig natte zandleembodem met structuur B horizont,L,d,b,Zandleemstreek,Eutric Gleyic Cambisols (Loamic),Cambisols,CM-gl.eu,Gleyic,Eutric,NA,Endogleyic,Loamic,NA,Eutric,Leie-Schelde interfluvium,-0.429861127,-2.33121163,-0.5058660324,-0.6143911144,-0.5432263671,3,NA,NA,1,5,11,NA,NA,47,96311,120033
p72bc162_10_30,P72bc162,CMON_P72bc162,45960,2023-06-09,INBO,226015,193245,79.21,48230,2,Natuur,0,Natuur,Pijpenstrootje,R2 (Mesic grasslands),Heide,1,1,LT,0.01,NA,2.19,NA,0.077,3.4,1.34,58.64,2.93,2.06,0.1,28.44,5.8,7.8,2.53,5.88,91.58,Uitgedroogd,Zonnig / helder,Geen neerslag in afgelopen maand,OB,OB,OB,Bebouwde zones,NA,NA,NA,Kunstmatige gronden,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,NA,NA,NA,NA,NA,NA,NA,Maasterrassen,0.4159138858,1.594299126,NA,1.939136561,0.3578330002,13,NA,NA,2,7,7,NA,NA,3094,652783,652783
paddd2e0_10_30,Paddd2e0,CMON_Paddd2e0,45960,2023-03-28,ILVO,89515,167065,19.31,3889,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.05,NA,0.107,5.9,1.45,30.36,1.52,3.09,0.15,9.83,26.2,38,15.6,64.12,20.28,NA,NA,NA,Lca,Lca,Lca,Matig droge zandleembodem met textuur B horizont,L,c,a,Zandleemstreek,Haplic Luvisols (Loamic),Luvisols,LV-ha,Haplic,NA,NA,NA,Loamic,NA,Eutric,Leie-Schelde interfluvium,-0.8143043146,-0.52933784,NA,-0.7379489051,-0.8673117243,6,NA,NA,3,6,16,NA,NA,145,24883,59321
p967a8bc_10_30,P967a8bc,CMON_P967a8bc,45960,2023-02-02,ILVO,47795,177415,16.43,2277,4,Akkerland,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,1.44,NA,0.161,6.2,1.33,38.16,1.91,4.27,0.21,8.94,25.4,33.8,12.64,44.85,42.51,NA,NA,NA,Pdc,Pdc,Pdc,Matig natte licht zandleembodem met sterk gevlekte_ verbrokkelde textuur B horizont,P,d,c,Zandleemstreek,Eutric Gleyic Retisols (Loamic),Retisols,RT-gl.eu,Gleyic,Eutric,NA,Endogleyic,Loamic,NA,Eutric,Polder-Leie interfluvium,-0.5067497645,-0.239750981,NA,-0.6555770447,-0.4932100442,5,NA,NA,0,2,8,NA,NA,236,37227,225016
p86c8c43_10_30,P86c8c43,CMON_P86c8c43,45960,2023-04-03,ILVO,111145,184365,38.62,4065,4,Akkerland,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,1.04,NA,0.105,5.5,1.5,31.22,1.56,3.15,0.16,9.91,23.6,35.4,7.73,57.17,35.1,NA,NA,NA,Lcc,Lcc,Lcc,Matig droge zandleembodem met sterk gevlekte_ verbrokkelde textuur B horizont,L,c,c,Zandleemstreek,Eutric Retisols (Loamic),Retisols,RT-eu,Eutric,NA,NA,NA,Loamic,NA,Eutric,Schelde-Dender interfluvium,-0.1991952144,0.2428937841,NA,-0.7791348354,-0.6424934568,19,NA,NA,1,3,11,NA,NA,693,3311,26467
p91e52c8_10_30,P91e52c8,CMON_P91e52c8,45960,2022-03-22,ILVO,73115,179445,16.14,433,4,Akkerland,0,Akker,gele mosterd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.24,NA,0.113,5.7,1.49,36.83,1.84,3.36,0.17,10.96,15.1,22.4,15.08,36.05,48.87,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,Pcc,Pcc,Pcc,Matig droge licht zandleembodem met sterk gevlekte_ verbrokkelde textuur B horizont,P,c,c,Zandstreek,Eutric Retisols (Loamic),Retisols,RT-eu,Eutric,NA,NA,NA,Loamic,NA,Eutric,Polder-Leie interfluvium,-0.8143043146,-0.722395746,NA,-0.6143911144,-0.5526682239,28,NA,NA,2,5,6,NA,NA,6864,1545711,1545712
pa3643b4_0_10,Pa3643b4,CMON_Pa3643b4,0-10,2022-11-18,ILVO,190195,171705,37.24,2414,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,5.6,NA,0.581,5.3,1.02,57.19,5.72,5.93,0.59,9.64,52,53,31.1,58.74,10.16,Normaal,Bewolkt,Neerslag maar zonder hevige buien afgelopen 24 uur,Afp,Afp,Afp,Zeer natte leembodem zonder profiel,A,f,p,Zandleemstreek,Fluvic Gleyic Phaeozems (Siltic_ Fluvic),Phaeozems,PH-gl.fv,Gleyic,Fluvic,NA,Amphigleyic,Siltic,Fluvic,Eutric,Hagelands heuvelland,-0.1223065769,-0.336279934,0.0198564237,0.8683023744,1.467378775,15,NA,NA,7,6,28,NA,NA,1589,38781,263735
pa3643b4_10_30,Pa3643b4,CMON_Pa3643b4,45960,2022-11-18,ILVO,190195,171705,37.24,2414,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,3.04,NA,0.342,5.3,1.31,79.87,3.99,8.99,0.45,8.88,32.5,42.6,30.29,60.05,9.66,Normaal,Bewolkt,Neerslag maar zonder hevige buien afgelopen 24 uur,Afp,Afp,Afp,Zeer natte leembodem zonder profiel,A,f,p,Zandleemstreek,Fluvic Gleyic Phaeozems (Siltic_ Fluvic),Phaeozems,PH-gl.fv,Gleyic,Fluvic,NA,Amphigleyic,Siltic,Fluvic,Eutric,Hagelands heuvelland,-0.1223065769,-0.336279934,0.0198564237,0.8683023744,1.467378775,8,NA,NA,2,3,5,NA,NA,189,36367,50891
pa3e44f2_0_10,Pa3e44f2,CMON_Pa3e44f2,0-10,2023-02-07,ILVO,224895,171485,75.48,2854,4,Akkerland,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,1.27,NA,0.129,6.5,1.48,18.8,1.88,1.91,0.19,9.84,25.1,37.2,17.37,72.63,10,NA,NA,NA,Aba1,Aba1,Aba,Droge leembodem met textuur B horizont,A,b,a,Leemstreek,Nudiargic Luvisols (Siltic),Luvisols,LV-ng,Nudiargic,NA,NA,NA,Siltic,NA,Eutric,Plateau van Haspengouw,-0.8143043146,0.0176595604,-0.7687272605,-1.026250417,-0.7259390567,18,NA,NA,3,4,9,NA,NA,2604,295777,401845
pa3e44f2_10_30,Pa3e44f2,CMON_Pa3e44f2,45960,2023-02-07,ILVO,224895,171485,75.48,2854,4,Akkerland,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,1.09,NA,0.115,6.7,1.48,32.31,1.62,3.41,0.17,9.48,24.4,36.1,21.3,65.42,13.28,NA,NA,NA,Aba1,Aba1,Aba,Droge leembodem met textuur B horizont,A,b,a,Leemstreek,Nudiargic Luvisols (Siltic),Luvisols,LV-ng,Nudiargic,NA,NA,NA,Siltic,NA,Eutric,Plateau van Haspengouw,-0.8143043146,0.0176595604,-0.7687272605,-1.026250417,-0.7259390567,19,NA,NA,3,5,13,NA,NA,20799,142410,147549
pa3f0e55_0_10,Pa3f0e55,CMON_Pa3f0e55,0-10,2022-03-04,ILVO,29805,171455,43.01,421,4,Akkerland,0,Akker,gras/klaver 1ste jaar,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,0.89,NA,0.095,6,1.5,13.32,1.33,1.42,0.14,9.38,24.5,36.8,19.58,53.46,26.96,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,wLdc,wLdc,Ldc,Matig natte zandleembodem met sterk gevlekte_ verbrokkelde textuur B horizont,L,d,c,Zandleemstreek,Eutric Gleyic Retisols (Loamic_ Ruptic),Retisols,RT-gl.eu,Gleyic,Eutric,NA,Endogleyic,Loamic,Ruptic,Eutric,Polder-Leie interfluvium,-0.7374156771,0.9185964552,1.597023792,-1.108622277,-1.135001126,3,62,176,0,8,17,40505,231650,25,1588015,1988140
pa3f0e55_10_30,Pa3f0e55,CMON_Pa3f0e55,45960,2022-03-04,ILVO,29805,171455,43.01,421,4,Akkerland,0,Akker,gras/klaver 1ste jaar,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,0.67,NA,0.074,5.9,1.62,21.76,1.09,2.4,0.12,9.07,20.7,33.6,20.36,45.75,33.89,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,wLdc,wLdc,Ldc,Matig natte zandleembodem met sterk gevlekte_ verbrokkelde textuur B horizont,L,d,c,Zandleemstreek,Eutric Gleyic Retisols (Loamic_ Ruptic),Retisols,RT-gl.eu,Gleyic,Eutric,NA,Endogleyic,Loamic,Ruptic,Eutric,Polder-Leie interfluvium,-0.7374156771,0.9185964552,1.597023792,-1.108622277,-1.135001126,6,NA,NA,0,7,9,NA,NA,312,1014948,1016491
p7be4a7b_10_30,P7be4a7b,CMON_P7be4a7b,45960,2023-02-06,ILVO,86265,189185,20.14,1009,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1,NA,0.105,6.1,1.45,28.98,1.45,3.04,0.15,9.53,23.1,33.5,14.04,43.24,42.72,NA,NA,NA,w-Pdc,w-Pdc,Pdc,Matig natte licht zandleembodem met sterk gevlekte_ verbrokkelde textuur B horizont,P,d,c,Zandstreek,Eutric Gleyic Retisols (Loamic_ Ruptic),Retisols,RT-gl.eu,Gleyic,Eutric,NA,Endogleyic,Loamic,Ruptic,Eutric,Polder-Leie interfluvium,-1.121858865,1.111654361,NA,-1.232180068,-0.9124795261,20,NA,NA,2,7,18,NA,NA,550,2321036,2597552
p8fce805_10_30,P8fce805,CMON_P8fce805,45960,2022-12-19,ILVO,202765,180375,25.8,1198,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,2.1,NA,0.165,5.2,1.4,58.89,2.94,4.63,0.23,12.72,21.5,30.1,15.7,58.99,25.31,Normaal,Buien (wisselvallig),Neerslag maar zonder hevige buien afgelopen 24 uur,sLda,sLda,Lda,Matig natte zandleembodem met textuur B horizont,L,d,a,Zandleemstreek,Gleyic Luvisols (Loamic_ Ruptic),Luvisols,LV-gl,Gleyic,NA,NA,Endogleyic,Loamic,Ruptic,Eutric,Hagelands heuvelland,NA,NA,NA,0.3740712114,0.4310711873,10,NA,NA,2,12,28,NA,NA,409,1270734,1696358
pc4fa56c_10_30,Pc4fa56c,CMON_Pc4fa56c,45960,2022-04-29,ILVO,128115,156835,51.26,193,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,0,LT,0.01,NA,1.13,NA,0.128,4.8,1.35,30.53,1.53,3.46,0.17,8.82,15.1,20.3,20.9,71.08,8.02,Normaal,Gedeeltelijk bewolkt,Geen neerslag in afgelopen week,Aba1,Aba1,Aba,Droge leembodem met textuur B horizont,A,b,a,Leemstreek,Nudiargic Luvisols (Siltic),Luvisols,LV-ng,Nudiargic,NA,NA,NA,Siltic,NA,Eutric,Dender-Zenne interfluvium,0.8772457109,-0.625866793,NA,0.2093274905,-0.3875633214,16,NA,NA,3,4,13,NA,NA,513,349411,1065756
p5999ab3_10_30,P5999ab3,CMON_P5999ab3,45960,2022-11-08,ILVO,82825,204365,14.24,292,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,1.52,NA,0.138,4.2,1.48,44.84,2.24,4.07,0.2,11.02,12.7,18.8,5.64,11.14,83.22,Normaal,Bewolkt,Geen neerslag in de afgelopen 24 uur,Zch,Zch,Zch,Matig droge zandbodem met verbrokkelde ijzer en/of humus B horizont,Z,c,h,Zandstreek,Terric Anthrosols (Arenic_ Spodi-relocatic),Anthrosols,AT-tr,Terric,NA,NA,NA,Arenic,Spodi-relocatic,Eutric,West-Vlaams cuestaland,-0.2760838519,-0.04669307494,NA,-0.6143911144,0.05926617505,18,NA,NA,5,6,11,NA,NA,325,57126,74866
pa50d943_0_10,Pa50d943,CMON_Pa50d943,0-10,2022-02-02,ILVO,83305,170965,25.97,2097,4,Akkerland,0,Akker,tijdelijk grasland,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,1.02,NA,0.097,5.3,1.52,15.47,1.55,1.47,0.15,10.52,19.4,29.4,7.15,29.99,62.86,Normaal,Bewolkt,Neerslag maar zonder hevige buien afgelopen 24 uur,Pcc,Pcc,Pcc,Matig droge licht zandleembodem met sterk gevlekte_ verbrokkelde textuur B horizont,P,c,c,Zandstreek,Eutric Retisols (Loamic),Retisols,RT-eu,Eutric,NA,NA,NA,Loamic,NA,Eutric,Leie-Schelde interfluvium,-0.1223065769,0.1785411487,-0.6372966465,-1.190994138,-0.9405499113,34,24,57,2,5,21,905,4599,7680,50888,830282
pa50d943_10_30,Pa50d943,CMON_Pa50d943,45960,2022-02-02,ILVO,83305,170965,25.97,2097,4,Akkerland,0,Akker,tijdelijk grasland,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,0.9,NA,0.09,5.4,1.51,27.23,1.36,2.72,0.14,10.01,19.3,29.2,9.13,31.35,59.52,Normaal,Bewolkt,Neerslag maar zonder hevige buien afgelopen 24 uur,Pcc,Pcc,Pcc,Matig droge licht zandleembodem met sterk gevlekte_ verbrokkelde textuur B horizont,P,c,c,Zandstreek,Eutric Retisols (Loamic),Retisols,RT-eu,Eutric,NA,NA,NA,Loamic,NA,Eutric,Leie-Schelde interfluvium,-0.1223065769,0.1785411487,-0.6372966465,-1.190994138,-0.9405499113,2,NA,NA,0,1,2,NA,NA,9,5501,9391
p9f499c0_10_30,P9f499c0,CMON_P9f499c0,45960,2022-02-17,ILVO,31995,173515,36.89,1445,4,Akkerland,0,Akker,Maïsstoppel,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,0.9,NA,0.106,6.1,1.43,25.66,1.28,3.02,0.15,8.5,23.2,33.2,18.06,34.8,47.14,Normaal,Zonnig / helder,Neerslag maar zonder hevige buien afgelopen 24 uur,wLDx,wLDx,LDx,Matig droge tot matig natte zandleembodem met onbepaald profiel,L,c-d,x,Zandleemstreek,Eutric Stagnosols (Loamic_ Ruptic),Stagnosols,ST-eu,Eutric,NA,NA,Stagnic,Loamic,Ruptic,Eutric,Polder-Leie interfluvium,-0.7374156771,0.1141885134,NA,-1.108622277,-0.9811243773,14,NA,NA,1,3,5,NA,NA,541,219440,221532
